what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478674397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478676472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478684335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478693024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478708887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478709947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478710415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478717217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478726312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478730399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478732349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478733958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478744769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478744816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478752350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478756734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478793872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478803156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478824138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478825059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478825683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478831695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1466478837327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1466478871311
